Imports/Exports,Time,Commodity Code,Description of Good,Country(Area),Value(USD$ 1000)
Imports,2022,854232, Memories,Malaysia,202158
Imports,2022,854232, Memories,Malta,33
Imports,2022,854232, Memories,Mexico,7094
Imports,2022,854232, Memories,Morocco,30
Imports,2022,854232, Memories,Netherlands,142
Imports,2022,854232, Memories,New Zealand,4
Imports,2022,854232, Memories,Philippines,81964
Imports,2022,854232, Memories,Romania,0
Imports,2022,854232, Memories,Singapore,1135798
Imports,2022,854232, Memories,Slovakia,0
Imports,2022,854232, Memories,Slovenia,3
Imports,2022,854232, Memories,Spain,1
Imports,2022,854232, Memories,Sweden,2
Imports,2022,854232, Memories,Switzerland,239
Imports,2022,854232, Memories,Taiwan ROC,3814430
Imports,2022,854232, Memories,Thailand,31695
Imports,2022,854232, Memories,U.S. Virgin Islands,269
Imports,2022,854232, Memories,United Kingdom,91
Imports,2022,854232, Memories,United States,592221
Imports,2022,854232, Memories,Viet Nam,48777
Imports,2022,854233, Amplifiers,Australia,6
Imports,2022,854233, Amplifiers,Austria,457
Imports,2022,854233, Amplifiers,Belarus,10
Imports,2022,854233, Amplifiers,Canada,11
Imports,2022,854233, Amplifiers,China,32056
Imports,2022,854233, Amplifiers,Denmark,22
Imports,2022,854233, Amplifiers,France,30
Imports,2022,854233, Amplifiers,Germany,13989
Imports,2022,854233, Amplifiers,Hong Kong,13
Imports,2022,854233, Amplifiers,Hungary,7
Imports,2022,854233, Amplifiers,India,1
Imports,2022,854233, Amplifiers,Indonesia,209
Imports,2022,854233, Amplifiers,Ireland,4
Imports,2022,854233, Amplifiers,Israel,14
Imports,2022,854233, Amplifiers,Italy,11
Imports,2022,854233, Amplifiers,Japan,6539
Imports,2022,854233, Amplifiers,Korea Republic of,30465
Imports,2022,854233, Amplifiers,Malawi,7
Imports,2022,854233, Amplifiers,Malaysia,49650
Imports,2022,854233, Amplifiers,Mexico,16815
Imports,2022,854233, Amplifiers,Morocco,2123
Imports,2022,854233, Amplifiers,Myanmar,3
Imports,2022,854233, Amplifiers,Netherlands,2316
Imports,2022,854233, Amplifiers,Norway,5
Imports,2022,854233, Amplifiers,Philippines,19899
Imports,2022,854233, Amplifiers,Poland,7
Imports,2022,854233, Amplifiers,Romania,0
Imports,2022,854233, Amplifiers,Singapore,574
Imports,2022,854233, Amplifiers,Slovakia,1
Imports,2022,854233, Amplifiers,Slovenia,11
Imports,2022,854233, Amplifiers,Spain,11
Imports,2022,854233, Amplifiers,Sweden,53
Imports,2022,854233, Amplifiers,Switzerland,74
Imports,2022,854233, Amplifiers,Taiwan ROC,27392
Imports,2022,854233, Amplifiers,Thailand,15130
Imports,2022,854233, Amplifiers,United Kingdom,104
Imports,2022,854233, Amplifiers,United States,15086
Imports,2022,854233, Amplifiers,Viet Nam,1351
Imports,2022,854239, Other,Australia,621
Imports,2022,854239, Other,Austria,17766
Imports,2022,854239, Other,Bangladesh,1
Imports,2022,854239, Other,Belarus,254
Imports,2022,854239, Other,Belgium,20523
Imports,2022,854239, Other,Bolivia,2
Imports,2022,854239, Other,Brazil,24
Imports,2022,854239, Other,Bulgaria,223
Imports,2022,854239, Other,Cameroon,33
Imports,2022,854239, Other,Canada,54734
Imports,2022,854239, Other,Chile,33
Imports,2022,854239, Other,China,8986690
Imports,2022,854239, Other,Congo,3
Imports,2022,854239, Other,Costa Rica,2650
Imports,2022,854239, Other,Croatia,8
Imports,2022,854239, Other,Czech Republic,248
Imports,2022,854239, Other,Denmark,129
Imports,2022,854239, Other,Dominica,3
Imports,2022,854239, Other,Dominican Republic,155
Imports,2022,854239, Other,East Timor,3
Imports,2022,854239, Other,El Salvador,13
Imports,2022,854239, Other,Estonia,11
Imports,2022,854239, Other,Finland,2007
Imports,2022,854239, Other,France,659305
Imports,2022,854239, Other,Gambia,3
Imports,2022,854239, Other,Georgia,0
Imports,2022,854239, Other,Germany,1716507
Imports,2022,854239, Other,Greece,2
Imports,2022,854239, Other,Guinea,7
Imports,2022,854239, Other,Haiti,54
Imports,2022,854239, Other,Hong Kong,17444
Imports,2022,854239, Other,Hungary,325
Imports,2022,854239, Other,India,228
Imports,2022,854239, Other,Indonesia,17466
Imports,2022,854239, Other,Ireland,39093
Imports,2022,854239, Other,Islamic Republic of Iran,59
Imports,2022,854239, Other,Israel,101088
Imports,2022,854239, Other,Italy,379306
Imports,2022,854239, Other,Japan,2235264
Imports,2022,854239, Other,Jordan,264
Imports,2022,854239, Other,Kenya,2
Imports,2022,854239, Other,Korea Republic of,8240093
Imports,2022,854239, Other,Lao People's Democratic Republic,16
Imports,2022,854239, Other,Latvia,84
Imports,2022,854239, Other,Lithuania,0
Imports,2022,854239, Other,Macao,10
Imports,2022,854239, Other,Madagascar,2
Imports,2022,854239, Other,Malaysia,1799992
Imports,2022,854239, Other,Maldives,0
Imports,2022,854239, Other,Malta,7033
Imports,2022,854239, Other,Mauritania,12
Imports,2022,854239, Other,Mauritius,42
Imports,2022,854239, Other,Mexico,651289
Imports,2022,854239, Other,Moldova Republic of,20
Imports,2022,854239, Other,Monaco,23
Imports,2022,854239, Other,Montenegro,8
Imports,2022,854239, Other,Montserrat,1
Imports,2022,854239, Other,Morocco,6494
Imports,2022,854239, Other,Myanmar,5
Imports,2022,854239, Other,Namibia,4
Imports,2022,854239, Other,Netherlands,79694
Imports,2022,854239, Other,New Zealand,2070
Imports,2022,854239, Other,Norway,1
Imports,2022,854239, Other,Philippines,1136886
Imports,2022,854239, Other,Poland,220
Imports,2022,854239, Other,Portugal,55242
Imports,2022,854239, Other,Qatar,3
Imports,2022,854239, Other,Romania,3
Imports,2022,854239, Other,Russian Federation,3716
Imports,2022,854239, Other,Sao Tome and Principe,4
Imports,2022,854239, Other,Saudi Arabia,0
Imports,2022,854239, Other,Singapore,3594981
Imports,2022,854239, Other,Slovakia,244
Imports,2022,854239, Other,Slovenia,829
Imports,2022,854239, Other,Spain,57
Imports,2022,854239, Other,Sweden,1113
Imports,2022,854239, Other,Switzerland,8326
Imports,2022,854239, Other,Taiwan ROC,6417326
Imports,2022,854239, Other,Thailand,1119236
Imports,2022,854239, Other,Togo,4
Imports,2022,854239, Other,T?rkiye,14
Imports,2022,854239, Other,U.S. Virgin Islands,272
Imports,2022,854239, Other,Ukraine,4
Imports,2022,854239, Other,United Kingdom,11504
Imports,2022,854239, Other,United States,4526358
Imports,2022,854239, Other,Uruguay,2
Imports,2022,854239, Other,Viet Nam,128673
Imports,2022,854239, Other,Yemen,1
Imports,2022,854290, Parts,Australia,59
Imports,2022,854290, Parts,Austria,202
Imports,2022,854290, Parts,Canada,85
Imports,2022,854290, Parts,China,127155
Imports,2022,854290, Parts,Denmark,7
Imports,2022,854290, Parts,France,6
Imports,2022,854290, Parts,Germany,1063
Imports,2022,854290, Parts,Hong Kong,1313
Imports,2022,854290, Parts,Hungary,163
Imports,2022,854290, Parts,India,4
Imports,2022,854290, Parts,Indonesia,86
Imports,2022,854290, Parts,Ireland,3
Imports,2022,854290, Parts,Israel,25
Imports,2022,854290, Parts,Italy,11
Imports,2022,854290, Parts,Japan,199633
Imports,2022,854290, Parts,Korea Republic of,72812
Imports,2022,854290, Parts,Luxembourg,5
Imports,2022,854290, Parts,Malaysia,11948
Imports,2022,854290, Parts,Malta,0
Imports,2022,854290, Parts,Mexico,83
Imports,2022,854290, Parts,Netherlands,148
Imports,2022,854290, Parts,New Zealand,13
Imports,2022,854290, Parts,Philippines,1362
Imports,2022,854290, Parts,Poland,3
Imports,2022,854290, Parts,Singapore,150
Imports,2022,854290, Parts,Slovenia,10
Imports,2022,854290, Parts,South Africa,15
Imports,2022,854290, Parts,Spain,19
Imports,2022,854290, Parts,Switzerland,75
Imports,2022,854290, Parts,Taiwan ROC,7028
Imports,2022,854290, Parts,Thailand,1481
Imports,2022,854290, Parts,T?rkiye,0
Imports,2022,854290, Parts,United Kingdom,373
Imports,2022,854290, Parts,United States,39583
Imports,2022,854290, Parts,Viet Nam,171
Exports,2022,852351, Solid-state non-volatile storage devices,Albania,10
Exports,2022,852351, Solid-state non-volatile storage devices,Algeria,270
Exports,2022,852351, Solid-state non-volatile storage devices,Angola,147
Exports,2022,852351, Solid-state non-volatile storage devices,Arab Emirates United,53486
Exports,2022,852351, Solid-state non-volatile storage devices,Argentina,5359
Exports,2022,852351, Solid-state non-volatile storage devices,Armenia,1153
Exports,2022,852351, Solid-state non-volatile storage devices,Australia,42505
Exports,2022,852351, Solid-state non-volatile storage devices,Austria,6785
Exports,2022,852351, Solid-state non-volatile storage devices,Azerbaijan,681
Exports,2022,852351, Solid-state non-volatile storage devices,Bahrain,142
Exports,2022,852351, Solid-state non-volatile storage devices,Bangladesh,5625
Exports,2022,852351, Solid-state non-volatile storage devices,Barbados,28
Exports,2022,852351, Solid-state non-volatile storage devices,Belarus,247
Exports,2022,852351, Solid-state non-volatile storage devices,Belgium,10112
Exports,2022,852351, Solid-state non-volatile storage devices,Belize,8
Exports,2022,852351, Solid-state non-volatile storage devices,Benin,4
Exports,2022,852351, Solid-state non-volatile storage devices,Bolivia,209
Exports,2022,852351, Solid-state non-volatile storage devices,Bosnia and Herzegovina,212
Exports,2022,852351, Solid-state non-volatile storage devices,Botswana,6
Exports,2022,852351, Solid-state non-volatile storage devices,Brazil,27814
Exports,2022,852351, Solid-state non-volatile storage devices,Brunei Darussalam,565
Exports,2022,852351, Solid-state non-volatile storage devices,Bulgaria,2597
Exports,2022,852351, Solid-state non-volatile storage devices,Burkina Faso,2
Exports,2022,852351, Solid-state non-volatile storage devices,Cambodia,2304
Exports,2022,852351, Solid-state non-volatile storage devices,Cameroon,0
Exports,2022,852351, Solid-state non-volatile storage devices,Canada,17214
Exports,2022,852351, Solid-state non-volatile storage devices,Chile,1571
Exports,2022,852351, Solid-state non-volatile storage devices,China,2875329
Exports,2022,852351, Solid-state non-volatile storage devices,Colombia,7453
Exports,2022,852351, Solid-state non-volatile storage devices,Costa Rica,1323
Exports,2022,852351, Solid-state non-volatile storage devices,Croatia,854
Exports,2022,852351, Solid-state non-volatile storage devices,Cyprus,501
Exports,2022,852351, Solid-state non-volatile storage devices,Czech Republic,20757
Exports,2022,852351, Solid-state non-volatile storage devices,C?te d'Ivoire,6
Exports,2022,852351, Solid-state non-volatile storage devices,Denmark,1694
Exports,2022,852351, Solid-state non-volatile storage devices,Dominican Republic,144
Exports,2022,852351, Solid-state non-volatile storage devices,Ecuador,1045
Exports,2022,852351, Solid-state non-volatile storage devices,Egypt,109
Exports,2022,852351, Solid-state non-volatile storage devices,El Salvador,139
Exports,2022,852351, Solid-state non-volatile storage devices,Estonia,402
Exports,2022,852351, Solid-state non-volatile storage devices,Eswatini,0
Exports,2022,852351, Solid-state non-volatile storage devices,Ethiopia,24
Exports,2022,852351, Solid-state non-volatile storage devices,Fiji,64
Exports,2022,852351, Solid-state non-volatile storage devices,Finland,846
Exports,2022,852351, Solid-state non-volatile storage devices,France,47196
Exports,2022,852351, Solid-state non-volatile storage devices,French Polynesia,80
Exports,2022,852351, Solid-state non-volatile storage devices,Georgia,582
Exports,2022,852351, Solid-state non-volatile storage devices,Germany,114876
Exports,2022,852351, Solid-state non-volatile storage devices,Greece,460
Exports,2022,852351, Solid-state non-volatile storage devices,Guam,0
Exports,2022,852351, Solid-state non-volatile storage devices,Guatemala,1861
Exports,2022,852351, Solid-state non-volatile storage devices,Guinea,17
Exports,2022,852351, Solid-state non-volatile storage devices,Guyana,5
Exports,2022,852351, Solid-state non-volatile storage devices,Honduras,827
Exports,2022,852351, Solid-state non-volatile storage devices,Hong Kong,888644
Exports,2022,852351, Solid-state non-volatile storage devices,Hungary,4788
Exports,2022,852351, Solid-state non-volatile storage devices,Iceland,155
Exports,2022,852351, Solid-state non-volatile storage devices,India,46692
Exports,2022,852351, Solid-state non-volatile storage devices,Indonesia,21421
Exports,2022,852351, Solid-state non-volatile storage devices,Iraq,796
Exports,2022,852351, Solid-state non-volatile storage devices,Ireland,55144
Exports,2022,852351, Solid-state non-volatile storage devices,Islamic Republic of Iran,558
Exports,2022,852351, Solid-state non-volatile storage devices,Israel,9368
Exports,2022,852351, Solid-state non-volatile storage devices,Italy,7385
Exports,2022,852351, Solid-state non-volatile storage devices,Jamaica,10
Exports,2022,852351, Solid-state non-volatile storage devices,Japan,975178
Exports,2022,852351, Solid-state non-volatile storage devices,Jordan,1208
Exports,2022,852351, Solid-state non-volatile storage devices,Kazakhstan,15217
Exports,2022,852351, Solid-state non-volatile storage devices,Kenya,108
Exports,2022,852351, Solid-state non-volatile storage devices,Korea Republic of,97331
Exports,2022,852351, Solid-state non-volatile storage devices,Kosovo,43
Exports,2022,852351, Solid-state non-volatile storage devices,Kuwait,575
Exports,2022,852351, Solid-state non-volatile storage devices,Kyrgyzstan,370
Exports,2022,852351, Solid-state non-volatile storage devices,Latvia,422
Exports,2022,852351, Solid-state non-volatile storage devices,Lebanon,404
Exports,2022,852351, Solid-state non-volatile storage devices,Lesotho,0
Exports,2022,852351, Solid-state non-volatile storage devices,Libya,72
Exports,2022,852351, Solid-state non-volatile storage devices,Lithuania,1361
Exports,2022,852351, Solid-state non-volatile storage devices,Luxembourg,2
Exports,2022,852351, Solid-state non-volatile storage devices,Macao,224
Exports,2022,852351, Solid-state non-volatile storage devices,Malawi,13
Exports,2022,852351, Solid-state non-volatile storage devices,Malaysia,544176
Exports,2022,852351, Solid-state non-volatile storage devices,Maldives,530
Exports,2022,852351, Solid-state non-volatile storage devices,Marshall Islands,5
Exports,2022,852351, Solid-state non-volatile storage devices,Mauritius,280
Exports,2022,852351, Solid-state non-volatile storage devices,Mexico,40234
Exports,2022,852351, Solid-state non-volatile storage devices,Moldova Republic of,836
Exports,2022,852351, Solid-state non-volatile storage devices,Mongolia,398
Exports,2022,852351, Solid-state non-volatile storage devices,Morocco,503
Exports,2022,852351, Solid-state non-volatile storage devices,Mozambique,149
Exports,2022,852351, Solid-state non-volatile storage devices,Myanmar,279
Exports,2022,852351, Solid-state non-volatile storage devices,Nepal,662
Exports,2022,852351, Solid-state non-volatile storage devices,Netherlands,235713
Exports,2022,852351, Solid-state non-volatile storage devices,New Caledonia,51
Exports,2022,852351, Solid-state non-volatile storage devices,New Zealand,3976
Exports,2022,852351, Solid-state non-volatile storage devices,Nicaragua,391
Exports,2022,852351, Solid-state non-volatile storage devices,Nigeria,302
Exports,2022,852351, Solid-state non-volatile storage devices,North Macedonia,114
Exports,2022,852351, Solid-state non-volatile storage devices,Norway,2128
Exports,2022,852351, Solid-state non-volatile storage devices,Oman,23
Exports,2022,852351, Solid-state non-volatile storage devices,Others,3
Exports,2022,852351, Solid-state non-volatile storage devices,Pakistan,201
Exports,2022,852351, Solid-state non-volatile storage devices,Panama,401
Exports,2022,852351, Solid-state non-volatile storage devices,Papua New Guinea,206
Exports,2022,852351, Solid-state non-volatile storage devices,Paraguay,285
Exports,2022,852351, Solid-state non-volatile storage devices,Peru,5010
Exports,2022,852351, Solid-state non-volatile storage devices,Philippines,15564
Exports,2022,852351, Solid-state non-volatile storage devices,Poland,35887
Exports,2022,852351, Solid-state non-volatile storage devices,Portugal,695
Exports,2022,852351, Solid-state non-volatile storage devices,Puerto Rico,1
Exports,2022,852351, Solid-state non-volatile storage devices,Qatar,405
Exports,2022,852351, Solid-state non-volatile storage devices,Romania,4392
Exports,2022,852351, Solid-state non-volatile storage devices,Russian Federation,24538
Exports,2022,852351, Solid-state non-volatile storage devices,Rwanda,20
Exports,2022,852351, Solid-state non-volatile storage devices,Saint Lucia,17
Exports,2022,852351, Solid-state non-volatile storage devices,Saudi Arabia,2812
Exports,2022,852351, Solid-state non-volatile storage devices,Serbia,706
Exports,2022,852351, Solid-state non-volatile storage devices,Seychelles,90
Exports,2022,852351, Solid-state non-volatile storage devices,Singapore,118337
Exports,2022,852351, Solid-state non-volatile storage devices,Slovakia,94
Exports,2022,852351, Solid-state non-volatile storage devices,Slovenia,498
Exports,2022,852351, Solid-state non-volatile storage devices,South Africa,6754
Exports,2022,852351, Solid-state non-volatile storage devices,Spain,6698
Exports,2022,852351, Solid-state non-volatile storage devices,Sri Lanka,1384
Exports,2022,852351, Solid-state non-volatile storage devices,Sweden,2990
Exports,2022,852351, Solid-state non-volatile storage devices,Switzerland,7042
Exports,2022,852351, Solid-state non-volatile storage devices,Tanzania United Republic of,141
Exports,2022,852351, Solid-state non-volatile storage devices,Thailand,61987
Exports,2022,852351, Solid-state non-volatile storage devices,Tunisia,2788
Exports,2022,852351, Solid-state non-volatile storage devices,T?rkiye,11672
Exports,2022,852351, Solid-state non-volatile storage devices,Uganda,125
Exports,2022,852351, Solid-state non-volatile storage devices,Ukraine,13112
Exports,2022,852351, Solid-state non-volatile storage devices,United Kingdom,197829
Exports,2022,852351, Solid-state non-volatile storage devices,United States,1753307
Exports,2022,852351, Solid-state non-volatile storage devices,Uruguay,121
Exports,2022,852351, Solid-state non-volatile storage devices,Uzbekistan,388
Exports,2022,852351, Solid-state non-volatile storage devices,Venezuela,34
Exports,2022,852351, Solid-state non-volatile storage devices,Viet Nam,20383
Exports,2022,852351, Solid-state non-volatile storage devices,Yemen,24
Exports,2022,852351, Solid-state non-volatile storage devices,Zambia,25
Exports,2022,852351, Solid-state non-volatile storage devices,Zimbabwe,48
Exports,2022,852352, "Smart cards",Arab Emirates United,130
Exports,2022,852352, "Smart cards",Argentina,3
Exports,2022,852352, "Smart cards",Australia,1519
Exports,2022,852352, "Smart cards",Austria,1528
Exports,2022,852352, "Smart cards",Bangladesh,266
Exports,2022,852352, "Smart cards",Belgium,97
Exports,2022,852352, "Smart cards",Benin,330
Exports,2022,852352, "Smart cards",Bosnia and Herzegovina,65
Exports,2022,852352, "Smart cards",Botswana,3
Exports,2022,852352, "Smart cards",Brazil,14
Exports,2022,852352, "Smart cards",Brunei Darussalam,28
Exports,2022,852352, "Smart cards",Bulgaria,13
Exports,2022,852352, "Smart cards",Burkina Faso,68
Exports,2022,852352, "Smart cards",Burundi,4
Exports,2022,852352, "Smart cards",Cambodia,14
Exports,2022,852352, "Smart cards",Cameroon,3
Exports,2022,852352, "Smart cards",Canada,1021
Exports,2022,852352, "Smart cards",Chad,85
Exports,2022,852352, "Smart cards",China,8013
Exports,2022,852352, "Smart cards",Colombia,5
Exports,2022,852352, "Smart cards",Cyprus,9
Exports,2022,852352, "Smart cards",Czech Republic,37
Exports,2022,852352, "Smart cards",C?te d'Ivoire,96
Exports,2022,852352, "Smart cards",Denmark,532
Exports,2022,852352, "Smart cards",Djibouti,0
Exports,2022,852352, "Smart cards",Dominican Republic,1
Exports,2022,852352, "Smart cards",Ecuador,6
Exports,2022,852352, "Smart cards",Estonia,11
Exports,2022,852352, "Smart cards",Eswatini,0
Exports,2022,852352, "Smart cards",Finland,18
Exports,2022,852352, "Smart cards",France,1511
Exports,2022,852352, "Smart cards",Gambia,2
Exports,2022,852352, "Smart cards",Germany,4521
Exports,2022,852352, "Smart cards",Ghana,1
Exports,2022,852352, "Smart cards",Greece,25
Exports,2022,852352, "Smart cards",Guam,8
Exports,2022,852352, "Smart cards",Guatemala,170
Exports,2022,852352, "Smart cards",Haiti,0
Exports,2022,852352, "Smart cards",Hong Kong,2549
Exports,2022,852352, "Smart cards",Hungary,66
Exports,2022,852352, "Smart cards",India,378
Exports,2022,852352, "Smart cards",Indonesia,853
Exports,2022,852352, "Smart cards",Iraq,99
Exports,2022,852352, "Smart cards",Israel,743
Exports,2022,852352, "Smart cards",Italy,501
Exports,2022,852352, "Smart cards",Japan,7221
Exports,2022,852352, "Smart cards",Kazakhstan,5
Exports,2022,852352, "Smart cards",Kenya,1
Exports,2022,852352, "Smart cards",Korea Republic of,4226
Exports,2022,852352, "Smart cards",Kuwait,0
Exports,2022,852352, "Smart cards",Kyrgyzstan,21
Exports,2022,852352, "Smart cards",Latvia,6
Exports,2022,852352, "Smart cards",Lithuania,26
Exports,2022,852352, "Smart cards",Luxembourg,0
Exports,2022,852352, "Smart cards",Macao,88
Exports,2022,852352, "Smart cards",Malaysia,366
Exports,2022,852352, "Smart cards",Mali,42
Exports,2022,852352, "Smart cards",Marshall Islands,30
Exports,2022,852352, "Smart cards",Mauritania,42
Exports,2022,852352, "Smart cards",Mauritius,4
Exports,2022,852352, "Smart cards",Mexico,82
Exports,2022,852352, "Smart cards",Mongolia,3
Exports,2022,852352, "Smart cards",Montenegro,3
Exports,2022,852352, "Smart cards",Morocco,177
Exports,2022,852352, "Smart cards",Netherlands,1229
Exports,2022,852352, "Smart cards",New Zealand,1671
Exports,2022,852352, "Smart cards",Niger,1
Exports,2022,852352, "Smart cards",Norway,788
Exports,2022,852352, "Smart cards",Oman,3
Exports,2022,852352, "Smart cards",Pakistan,84
Exports,2022,852352, "Smart cards",Palau,0
Exports,2022,852352, "Smart cards",Panama,24
Exports,2022,852352, "Smart cards",Philippines,252
Exports,2022,852352, "Smart cards",Poland,17
Exports,2022,852352, "Smart cards",Portugal,2
Exports,2022,852352, "Smart cards",Puerto Rico,2
Exports,2022,852352, "Smart cards",Qatar,33
Exports,2022,852352, "Smart cards",Romania,121
Exports,2022,852352, "Smart cards",Russian Federation,6
Exports,2022,852352, "Smart cards",Saudi Arabia,412
Exports,2022,852352, "Smart cards",Serbia,1
Exports,2022,852352, "Smart cards",Singapore,2028
Exports,2022,852352, "Smart cards",Slovakia,25
Exports,2022,852352, "Smart cards",Slovenia,114
Exports,2022,852352, "Smart cards",South Africa,1699
Exports,2022,852352, "Smart cards",Spain,2537
Exports,2022,852352, "Smart cards",Sri Lanka,48
Exports,2022,852352, "Smart cards",Sweden,959
Exports,2022,852352, "Smart cards",Switzerland,209
Exports,2022,852352, "Smart cards",Tanzania United Republic of,153
Exports,2022,852352, "Smart cards",Thailand,338
Exports,2022,852352, "Smart cards",Trinidad and Tobago,0
Exports,2022,852352, "Smart cards",Tunisia,1
Exports,2022,852352, "Smart cards",T?rkiye,66
Exports,2022,852352, "Smart cards",United Kingdom,2842
Exports,2022,852352, "Smart cards",United States,25836
Exports,2022,852352, "Smart cards",Viet Nam,3481
Exports,2022,852359, Other,Brunei Darussalam,14
Exports,2022,852359, Other,Canada,0
Exports,2022,852359, Other,China,69
Exports,2022,852359, Other,Finland,173
Exports,2022,852359, Other,France,2
Exports,2022,852359, Other,Germany,0
Exports,2022,852359, Other,Hong Kong,247
Exports,2022,852359, Other,India,6
Exports,2022,852359, Other,Kenya,0
Exports,2022,852359, Other,Lithuania,7
Exports,2022,852359, Other,Malaysia,9
Exports,2022,852359, Other,Netherlands,48
Exports,2022,852359, Other,Saudi Arabia,50
Exports,2022,852359, Other,Singapore,2
Exports,2022,852359, Other,United States,50
Exports,2022,852359, Other,Viet Nam,330
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Arab Emirates United,17
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Argentina,81
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Australia,686
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Austria,859
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Bangladesh,14
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Belgium,4813
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Belize,13
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Brazil,4075
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Bulgaria,233
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Cambodia,175
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Canada,1231
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),China,445976
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Colombia,2
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Czech Republic,5924
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Denmark,90
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Dominica,4
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Egypt,255
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Finland,30
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),France,6982
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Germany,37484
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Greece,4
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Honduras,0
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Hong Kong,257399
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Hungary,8656
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),India,16262
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Indonesia,4592
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Ireland,59
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Islamic Republic of Iran,17
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Israel,951
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Italy,4202
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Japan,73263
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Kazakhstan,2
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Korea Republic of,42455
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Kyrgyzstan,20
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Latvia,34
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Lebanon,2
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Lithuania,42
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Macao,8883
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Malaysia,28256
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Mexico,27651
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Netherlands,1133
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),New Zealand,138
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Norway,17
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Pakistan,27
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Philippines,5474
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Poland,1786
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Portugal,23
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Puerto Rico,48
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Romania,262
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Russian Federation,128
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Samoa,2
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Serbia,619
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Singapore,20124
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Slovakia,576
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Slovenia,1380
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),South Africa,447
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Spain,2984
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Sri Lanka,8
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Sweden,172
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Switzerland,912
Exports,2022,854110, Diodes other than photosensitive or light-emitting diodes (LED),Thailand,21251
